"性別 コード","性別","時間軸（年次） コード","時間軸（年次）","年齢区分（簡易生命表） コード","年齢区分（簡易生命表）","/表章項目","生存数(lx)【人】","死亡数(ndx)【人】","死亡率(nqx)","平均余命(ex)","定常人口(nLx)","定常人口(Tx)"
"10","男","2015000000","2015年","308600","86年","","41199","4089","0.09924","5.87","39157","242006"
"10","男","2015000000","2015年","308700","87年","","37110","4088","0.11017","5.47","35063","202849"
"10","男","2015000000","2015年","308800","88年","","33022","4037","0.12226","5.08","30997","167786"
"10","男","2015000000","2015年","308900","89年","","28984","3944","0.13609","4.72","27002","136789"
"10","男","2015000000","2015年","309000","90年","","25040","3803","0.15190","4.38","23123","109786"
"10","男","2015000000","2015年","309100","91年","","21236","3555","0.16740","4.08","19435","86664"
"10","男","2015000000","2015年","309200","92年","","17681","3243","0.18342","3.80","16032","67229"
"10","男","2015000000","2015年","309300","93年","","14438","2887","0.19995","3.55","12964","51197"
"10","男","2015000000","2015年","309400","94年","","11551","2507","0.21701","3.31","10266","38233"
"10","男","2015000000","2015年","309500","95年","","9045","2122","0.23457","3.09","7952","27967"
"10","男","2015000000","2015年","309600","96年","","6923","1749","0.25265","2.89","6018","20015"
"10","男","2015000000","2015年","309700","97年","","5174","1403","0.27122","2.71","4445","13997"
"10","男","2015000000","2015年","309800","98年","","3771","1095","0.29028","2.53","3199","9552"
"10","男","2015000000","2015年","309900","99年","","2676","829","0.30982","2.37","2241","6353"
"10","男","2015000000","2015年","310000","100年","","1847","609","0.32981","2.23","1526","4111"
"10","男","2015000000","2015年","310100","101年","","1238","434","0.35024","2.09","1008","2585"
"10","男","2015000000","2015年","310200","102年","","804","298","0.37108","1.96","645","1577"
"10","男","2015000000","2015年","310300","103年","","506","198","0.39230","1.84","400","932"
"10","男","2015000000","2015年","310400","104年","","307","127","0.41388","1.73","239","532"
"10","男","2015000000","2015年","410500","105～年","","180","180","1.00000","1.63","293","293"
"10","男","2014000000","2014年","100000","0週","","100000","72","0.00072","80.50","1917","8049842"
"10","男","2014000000","2014年","100001","1週","","99928","11","0.00011","80.54","1916","8047925"
"10","男","2014000000","2014年","100002","2週","","99916","8","0.00008","80.53","1916","8046009"
"10","男","2014000000","2014年","100003","3週","","99909","7","0.00007","80.51","1916","8044093"
"10","男","2014000000","2014年","100004","4週","","99901","22","0.00023","80.50","8985","8042177"
"10","男","2014000000","2014年","200020","2月","","99879","16","0.00016","80.43","8323","8033191"
"10","男","2014000000","2014年","200030","3月","","99862","37","0.00037","80.36","24961","8024869"
"10","男","2014000000","2014年","200060","6月","","99826","40","0.00040","80.14","49902","7999908"
"10","男","2014000000","2014年","300000","0年","","100000","214","0.00214","80.50","99836","8049842"
"10","男","2014000000","2014年","300100","1年","","99786","32","0.00032","79.67","99768","7950006"
"10","男","2014000000","2014年","300200","2年","","99754","22","0.00022","78.70","99743","7850238"
"10","男","2014000000","2014年","300300","3年","","99732","16","0.00016","77.71","99724","7750495"
"10","男","2014000000","2014年","300400","4年","","99716","12","0.00013","76.73","99710","7650772"
"10","男","2014000000","2014年","300500","5年","","99704","11","0.00011","75.74","99698","7551062"
"10","男","2014000000","2014年","300600","6年","","99692","11","0.00011","74.74","99687","7451364"
"10","男","2014000000","2014年","300700","7年","","99681","10","0.00010","73.75","99676","7351677"
"10","男","2014000000","2014年","300800","8年","","99671","9","0.00009","72.76","99667","7252001"
"10","男","2014000000","2014年","300900","9年","","99663","9","0.00009","71.77","99658","7152334"
"10","男","2014000000","2014年","301000","10年","","99654","8","0.00008","70.77","99650","7052676"
"10","男","2014000000","2014年","301100","11年","","99646","9","0.00009","69.78","99641","6953026"
"10","男","2014000000","2014年","301200","12年","","99637","10","0.00010","68.78","99632","6853385"
"10","男","2014000000","2014年","301300","13年","","99627","12","0.00012","67.79","99621","6753753"
"10","男","2014000000","2014年","301400","14年","","99615","15","0.00015","66.80","99608","6654132"
"10","男","2014000000","2014年","301500","15年","","99600","18","0.00018","65.81","99592","6554524"
"10","男","2014000000","2014年","301600","16年","","99582","22","0.00022","64.82","99572","6454933"
"10","男","2014000000","2014年","301700","17年","","99560","27","0.00027","63.83","99547","6355361"
"10","男","2014000000","2014年","301800","18年","","99533","33","0.00033","62.85","99518","6255814"
"10","男","2014000000","2014年","301900","19年","","99501","39","0.00040","61.87","99482","6156296"
"10","男","2014000000","2014年","302000","20年","","99461","46","0.00047","60.90","99439","6056814"
"10","男","2014000000","2014年","302100","21年","","99415","52","0.00052","59.92","99389","5957376"
"10","男","2014000000","2014年","302200","22年","","99363","56","0.00056","58.96","99335","5857986"
"10","男","2014000000","2014年","302300","23年","","99307","58","0.00058","57.99","99278","5758651"
"10","男","2014000000","2014年","302400","24年","","99250","58","0.00058","57.02","99221","5659373"
"10","男","2014000000","2014年","302500","25年","","99192","57","0.00057","56.05","99163","5560152"
"10","男","2014000000","2014年","302600","26年","","99135","56","0.00057","55.09","99107","5460988"
"10","男","2014000000","2014年","302700","27年","","99079","57","0.00058","54.12","99050","5361881"
"10","男","2014000000","2014年","302800","28年","","99022","60","0.00060","53.15","98992","5262831"
"10","男","2014000000","2014年","302900","29年","","98962","62","0.00063","52.18","98931","5163839"
"10","男","2014000000","2014年","303000","30年","","98900","64","0.00065","51.21","98868","5064908"
"10","男","2014000000","2014年","303100","31年","","98836","65","0.00066","50.25","98803","4966040"
"10","男","2014000000","2014年","303200","32年","","98771","67","0.00068","49.28","98737","4867237"
"10","男","2014000000","2014年","303300","33年","","98703","69","0.00070","48.31","98669","4768499"
"10","男","2014000000","2014年","303400","34年","","98634","72","0.00073","47.35","98598","4669831"
"10","男","2014000000","2014年","303500","35年","","98562","74","0.00075","46.38","98525","4571232"
"10","男","2014000000","2014年","303600","36年","","98488","76","0.00078","45.41","98450","4472707"
"10","男","2014000000","2014年","303700","37年","","98412","81","0.00082","44.45","98372","4374256"
"10","男","2014000000","2014年","303800","38年","","98331","89","0.00090","43.48","98287","4275885"
"10","男","2014000000","2014年","303900","39年","","98242","98","0.00100","42.52","98194","4177598"
"10","男","2014000000","2014年","304000","40年","","98144","107","0.00109","41.57","98091","4079404"
"10","男","2014000000","2014年","304100","41年","","98037","116","0.00119","40.61","97980","3981312"
"10","男","2014000000","2014年","304200","42年","","97921","127","0.00130","39.66","97859","3883332"
"10","男","2014000000","2014年","304300","43年","","97794","141","0.00144","38.71","97725","3785474"
"10","男","2014000000","2014年","304400","44年","","97653","155","0.00158","37.76","97577","3687749"
"10","男","2014000000","2014年","304500","45年","","97498","168","0.00173","36.82","97415","3590172"
"10","男","2014000000","2014年","304600","46年","","97330","182","0.00187","35.89","97240","3492757"
"10","男","2014000000","2014年","304700","47年","","97148","198","0.00204","34.95","97050","3395517"
"10","男","2014000000","2014年","304800","48年","","96949","218","0.00225","34.02","96842","3298467"
"10","男","2014000000","2014年","304900","49年","","96731","242","0.00250","33.10","96613","3201625"
"10","男","2014000000","2014年","305000","50年","","96490","266","0.00276","32.18","96359","3105012"
"10","男","2014000000","2014年","305100","51年","","96223","292","0.00304","31.27","96080","3008653"
"10","男","2014000000","2014年","305200","52年","","95931","319","0.00333","30.36","95774","2912574"
"10","男","2014000000","2014年","305300","53年","","95612","350","0.00366","29.46","95440","2816799"
"10","男","2014000000","2014年","305400","54年","","95262","384","0.00403","28.57","95073","2721360"
"10","男","2014000000","2014年","305500","55年","","94878","421","0.00444","27.68","94670","2626287"
"10","男","2014000000","2014年","305600","56年","","94456","459","0.00486","26.80","94230","2531617"
"10","男","2014000000","2014年","305700","57年","","93997","498","0.00530","25.93","93751","2437387"
"10","男","2014000000","2014年","305800","58年","","93499","542","0.00580","25.07","93231","2343636"
"10","男","2014000000","2014年","305900","59年","","92956","593","0.00638","24.21","92665","2250404"
"10","男","2014000000","2014年","306000","60年","","92364","649","0.00703","23.36","92044","2157740"
"10","男","2014000000","2014年","306100","61年","","91715","713","0.00778","22.52","91364","2065695"
"10","男","2014000000","2014年","306200","62年","","91002","785","0.00862","21.70","90615","1974332"
"10","男","2014000000","2014年","306300","63年","","90217","864","0.00958","20.88","89792","1883716"
"10","男","2014000000","2014年","306400","64年","","89353","949","0.01062","20.08","88885","1793925"
"10","男","2014000000","2014年","306500","65年","","88404","1030","0.01165","19.29","87895","1705040"
"10","男","2014000000","2014年","306600","66年","","87373","1106","0.01266","18.51","86827","1617145"
"10","男","2014000000","2014年","306700","67年","","86267","1184","0.01372","17.74","85682","1530318"
"10","男","2014000000","2014年","306800","68年","","85084","1268","0.01491","16.98","84457","1444636"
"10","男","2014000000","2014年","306900","69年","","83815","1364","0.01628","16.23","83141","1360179"
"10","男","2014000000","2014年","307000","70年","","82451","1468","0.01780","15.49","81726","1277038"
"10","男","2014000000","2014年","307100","71年","","80983","1571","0.01940","14.76","80206","1195312"
"10","男","2014000000","2014年","307200","72年","","79412","1667","0.02100","14.04","78587","1115106"
"10","男","2014000000","2014年","307300","73年","","77745","1773","0.02281","13.33","76868","1036519"
"10","男","2014000000","2014年","307400","74年","","75972","1902","0.02504","12.63","75032","959652"
"10","男","2014000000","2014年","307500","75年","","74069","2063","0.02785","11.94","73052","884619"
"10","男","2014000000","2014年","307600","76年","","72006","2250","0.03125","11.27","70897","811567"
"10","男","2014000000","2014年","307700","77年","","69756","2446","0.03507","10.62","68550","740670"
"10","男","2014000000","2014年","307800","78年","","67310","2650","0.03937","9.99","66002","672120"
"10","男","2014000000","2014年","307900","79年","","64660","2867","0.04434","9.37","63245","606117"
"10","男","2014000000","2014年","308000","80年","","61793","3096","0.05011","8.79","60264","542872"
"10","男","2014000000","2014年","308100","81年","","58697","3327","0.05668","8.22","57053","482608"
"10","男","2014000000","2014年","308200","82年","","55370","3549","0.06409","7.69","53613","425555"
"10","男","2014000000","2014年","308300","83年","","51821","3746","0.07229","7.18","49963","371942"
"10","男","2014000000","2014年","308400","84年","","48075","3899","0.08111","6.70","46137","321978"
